policy_id,region_code,current_rain,claim_probability,risk_tier,final_premium
POL043955,C8,0.0,0.06,Moderate,16000.0
POL056568,C8,0.0,0.17,High Risk,27000.0
POL041256,C3,0.0,0.0,Low Risk,10000.0
POL004285,C15,0.0,0.03,Low Risk,13000.0
POL032458,C16,0.0,0.0,Low Risk,10000.0
POL007704,C2,0.0,0.06,Moderate,16000.0
POL051729,C7,0.0,0.01,Low Risk,11000.0
POL034210,C2,0.0,0.01,Low Risk,11000.0
POL024626,C5,5.8,0.04,Low Risk,14000.0
POL057550,C8,0.0,0.58,High Risk,68000.0
POL036208,C15,0.0,0.06,Moderate,16000.0
POL046658,C1,12.5,0.0,Low Risk,10000.0
POL048385,C4,0.0,0.01,Low Risk,11000.0
POL051449,C7,0.0,0.0,Low Risk,10000.0
POL001723,C9,0.0,0.07,Moderate,17000.0
POL016848,C6,0.1,0.01,Low Risk,11000.0
POL056759,C1,12.5,0.0,Low Risk,10000.0
POL004232,C5,5.8,0.02,Low Risk,12000.0
POL001940,C19,0.2,0.03,Low Risk,13000.0
POL030236,C4,0.0,0.07,Moderate,17000.0
POL037412,C8,0.0,0.0,Low Risk,10000.0
POL056806,C8,0.0,0.0,Low Risk,10000.0
POL031081,C8,0.0,0.03,Low Risk,13000.0
POL036517,C7,0.0,0.02,Low Risk,12000.0
POL023081,C5,5.8,0.00936039937704,Low Risk,10936.039937704001
POL016860,C8,0.0,0.0,Low Risk,10000.0
POL040565,C16,0.0,0.0,Low Risk,10000.0
POL013003,C3,0.0,0.0,Low Risk,10000.0
POL047079,C2,0.0,0.01,Low Risk,11000.0
POL001062,C8,0.0,0.02,Low Risk,12000.0
POL012203,C21,0.0,0.01,Low Risk,11000.0
POL008597,C2,0.0,0.04,Low Risk,14000.0
POL051943,C8,0.0,0.15,Moderate,25000.0
POL003458,C2,0.0,0.66,High Risk,76000.0
POL015770,C8,0.0,0.06,Moderate,16000.0
POL018114,C8,0.0,0.0,Low Risk,10000.0
POL016275,C8,0.0,0.23,High Risk,33000.0
POL030577,C8,0.0,0.0,Low Risk,10000.0
POL003659,C2,0.0,0.04,Low Risk,14000.0
POL022072,C8,0.0,0.01,Low Risk,11000.0
POL057202,C8,0.0,0.0,Low Risk,10000.0
POL001095,C13,0.0,0.03,Low Risk,13000.0
POL002243,C8,0.0,0.0696696345924979,Moderate,16966.96345924979
POL051589,C8,0.0,0.04,Low Risk,14000.0
POL038399,C6,0.1,0.12,Moderate,22000.0
POL000356,C5,5.8,0.02,Low Risk,12000.0
POL058451,C13,0.0,0.01,Low Risk,11000.0
POL035492,C10,0.0,0.01,Low Risk,11000.0
POL013749,C3,0.0,0.04,Low Risk,14000.0
POL035260,C5,5.8,0.06,Moderate,16000.0
POL021898,C2,0.0,0.09,Moderate,19000.0
POL045598,C13,0.0,0.04,Low Risk,14000.0
POL021113,C1,12.5,0.01,Low Risk,11000.0
POL035366,C2,0.0,0.04,Low Risk,14000.0
POL058480,C2,0.0,0.01,Low Risk,11000.0
POL056651,C3,0.0,0.06,Moderate,16000.0
POL028313,C9,0.0,0.0,Low Risk,10000.0
POL014021,C14,0.0,0.0,Low Risk,10000.0
POL024677,C14,0.0,0.02,Low Risk,12000.0
POL025529,C8,0.0,0.01,Low Risk,11000.0
POL022194,C8,0.0,0.0,Low Risk,10000.0
POL009524,C9,0.0,0.0,Low Risk,10000.0
POL027756,C8,0.0,0.01,Low Risk,11000.0
POL023286,C12,0.0,0.01,Low Risk,11000.0
POL006787,C8,0.0,0.03,Low Risk,13000.0
POL021892,C8,0.0,0.01,Low Risk,11000.0
POL055833,C3,0.0,0.0,Low Risk,10000.0
POL030876,C5,5.8,0.0,Low Risk,10000.0
POL034436,C8,0.0,0.0,Low Risk,10000.0
POL027841,C5,5.8,0.02,Low Risk,12000.0
POL048454,C12,0.0,0.0190703299429422,Low Risk,11907.03299429422
POL001628,C5,5.8,0.0,Low Risk,10000.0
POL054841,C2,0.0,0.04,Low Risk,14000.0
POL009447,C5,5.8,0.09,Moderate,19000.0
POL054411,C11,0.0,0.0,Low Risk,10000.0
POL014925,C15,0.0,0.0,Low Risk,10000.0
POL003501,C13,0.0,0.1,Moderate,20000.0
POL020077,C5,5.8,0.03,Low Risk,13000.0
POL011653,C1,12.5,0.04,Low Risk,14000.0
POL039163,C3,0.0,0.03,Low Risk,13000.0
POL023275,C4,0.0,0.03,Low Risk,13000.0
POL011204,C8,0.0,0.01,Low Risk,11000.0
POL001133,C5,5.8,0.02,Low Risk,12000.0
POL015241,C3,0.0,0.04,Low Risk,14000.0
POL039502,C8,0.0,0.1533340086831549,High Risk,25333.40086831549
POL055589,C9,0.0,0.54,High Risk,64000.0
POL040204,C8,0.0,0.0,Low Risk,10000.0
POL002694,C8,0.0,0.0,Low Risk,10000.0
POL010858,C2,0.0,0.03,Low Risk,13000.0
POL057477,C1,12.5,0.0,Low Risk,10000.0
POL034904,C8,0.0,0.0,Low Risk,10000.0
POL052525,C14,0.0,0.03,Low Risk,13000.0
POL038939,C2,0.0,0.0,Low Risk,10000.0
POL015455,C5,5.8,0.0,Low Risk,10000.0
POL023262,C2,0.0,0.04,Low Risk,14000.0
POL001725,C20,2.7,0.01,Low Risk,11000.0
POL039849,C6,0.1,0.0,Low Risk,10000.0
POL008277,C12,0.0,0.01,Low Risk,11000.0
POL022024,C13,0.0,0.01,Low Risk,11000.0
POL055224,C7,0.0,0.06,Moderate,16000.0
POL019319,C7,0.0,0.0,Low Risk,10000.0
POL036808,C14,0.0,0.36,High Risk,46000.0
POL001090,C2,0.0,0.0,Low Risk,10000.0
POL047673,C8,0.0,0.0,Low Risk,10000.0
POL031877,C2,0.0,0.02,Low Risk,12000.0
POL016643,C8,0.0,0.01,Low Risk,11000.0
POL046454,C9,0.0,0.01,Low Risk,11000.0
POL036639,C9,0.0,0.0,Low Risk,10000.0
POL044589,C11,0.0,0.04,Low Risk,14000.0
POL024832,C3,0.0,0.02,Low Risk,12000.0
POL024866,C8,0.0,0.0,Low Risk,10000.0
POL001634,C2,0.0,0.01,Low Risk,11000.0
POL026834,C5,5.8,0.01,Low Risk,11000.0
POL056347,C3,0.0,0.03,Low Risk,13000.0
POL000425,C8,0.0,0.03,Low Risk,13000.0
POL037706,C10,0.0,0.01,Low Risk,11000.0
POL032631,C3,0.0,0.02,Low Risk,12000.0
POL028472,C5,5.8,0.0,Low Risk,10000.0
POL016179,C3,0.0,0.0,Low Risk,10000.0
POL013740,C2,0.0,0.0,Low Risk,10000.0
POL015567,C2,0.0,0.13,Moderate,23000.0
POL027970,C5,5.8,0.03,Low Risk,13000.0
POL041885,C3,0.0,0.02,Low Risk,12000.0
POL000138,C8,0.0,0.01,Low Risk,11000.0
POL026513,C5,5.8,0.0,Low Risk,10000.0
POL010460,C9,0.0,0.0,Low Risk,10000.0
POL042153,C2,0.0,0.01,Low Risk,11000.0
POL051256,C5,5.8,0.06,Moderate,16000.0
POL033264,C9,0.0,0.01,Low Risk,11000.0
POL019675,C8,0.0,0.02,Low Risk,12000.0
POL056149,C21,0.0,0.01,Low Risk,11000.0
POL046077,C5,5.8,0.02,Low Risk,12000.0
POL056273,C9,0.0,0.2,High Risk,30000.0
POL031000,C7,0.0,0.03,Low Risk,13000.0
POL052820,C5,5.8,0.0,Low Risk,10000.0
POL019698,C5,5.8,0.02,Low Risk,12000.0
POL023272,C3,0.0,0.0,Low Risk,10000.0
POL016457,C5,5.8,0.0,Low Risk,10000.0
POL026752,C7,0.0,0.45,High Risk,55000.0
POL014621,C2,0.0,0.04,Low Risk,14000.0
POL053938,C1,12.5,0.02,Low Risk,12000.0
POL021649,C6,0.1,0.34,High Risk,44000.0
POL000992,C8,0.0,0.08,Moderate,18000.0
POL006443,C3,0.0,0.2178534734279628,High Risk,31785.34734279628
POL005668,C8,0.0,0.0287207987540801,Low Risk,12872.079875408012
POL052070,C15,0.0,0.01,Low Risk,11000.0
POL045216,C5,5.8,0.0,Low Risk,10000.0
POL022695,C3,0.0,0.0,Low Risk,10000.0
POL033478,C8,0.0,0.0,Low Risk,10000.0
POL040170,C3,0.0,0.04,Low Risk,14000.0
POL019427,C5,5.8,0.0,Low Risk,10000.0
POL036515,C5,5.8,0.0,Low Risk,10000.0
POL058494,C5,5.8,0.0,Low Risk,10000.0
POL036418,C9,0.0,0.0,Low Risk,10000.0
POL012689,C8,0.0,0.02,Low Risk,12000.0
POL022866,C5,5.8,0.0,Low Risk,10000.0
POL004892,C2,0.0,0.08,Moderate,18000.0
POL018652,C3,0.0,0.01,Low Risk,11000.0
POL006119,C8,0.0,0.1441119347784805,Moderate,24411.19347784805
POL056183,C10,0.0,0.81,High Risk,91000.00000000001
POL058110,C13,0.0,0.06,Moderate,16000.0
POL053840,C2,0.0,0.0,Low Risk,10000.0
POL036128,C8,0.0,0.01,Low Risk,11000.0
POL006628,C8,0.0,0.0,Low Risk,10000.0
POL049891,C3,0.0,0.6560801446444955,High Risk,75608.01446444956
POL034263,C14,0.0,0.01,Low Risk,11000.0
POL045666,C5,5.8,0.0,Low Risk,10000.0
POL036449,C10,0.0,0.6505097181087619,High Risk,75050.97181087619
POL005967,C2,0.0,0.0,Low Risk,10000.0
POL013712,C5,5.8,0.01,Low Risk,11000.0
POL055270,C3,0.0,0.02,Low Risk,12000.0
POL035520,C5,5.8,0.0,Low Risk,10000.0
POL025265,C21,0.0,0.02,Low Risk,12000.0
POL051108,C2,0.0,0.0,Low Risk,10000.0
POL022548,C14,0.0,0.0,Low Risk,10000.0
POL032310,C8,0.0,0.04,Low Risk,14000.0
POL020129,C14,0.0,0.01,Low Risk,11000.0
POL052412,C12,0.0,0.7,High Risk,80000.0
POL021658,C3,0.0,0.0785437198443612,Moderate,17854.371984436122
POL010932,C2,0.0,0.0,Low Risk,10000.0
POL035724,C7,0.0,0.0,Low Risk,10000.0
POL011662,C5,5.8,0.0,Low Risk,10000.0
POL018440,C3,0.0,0.0,Low Risk,10000.0
POL058014,C2,0.0,0.74,High Risk,84000.0
POL003003,C21,0.0,0.08,Moderate,18000.0
POL046293,C5,5.8,0.04,Low Risk,14000.0
POL054948,C10,0.0,0.57,High Risk,67000.0
POL053428,C2,0.0,0.026152287477784,Low Risk,12615.2287477784
POL021413,C8,0.0,0.0,Low Risk,10000.0
POL047047,C8,0.0,0.1,Moderate,20000.0
POL024167,C2,0.0,0.0,Low Risk,10000.0
POL049291,C2,0.0,0.06,Moderate,16000.0
POL020781,C11,0.0,0.0,Low Risk,10000.0
POL015636,C10,0.0,0.01,Low Risk,11000.0
POL029643,C2,0.0,0.03,Low Risk,13000.0
POL037434,C8,0.0,0.0,Low Risk,10000.0
POL008778,C2,0.0,0.05,Low Risk,15000.0
POL020017,C14,0.0,0.07,Moderate,17000.0
POL054310,C4,0.0,0.06,Moderate,16000.0
POL046048,C2,0.0,0.12,Moderate,22000.0
POL035521,C12,0.0,0.0,Low Risk,10000.0
POL054145,C3,0.0,0.09,Moderate,19000.0
POL037518,C5,5.8,0.05,Low Risk,15000.0
POL024831,C21,0.0,0.07,Moderate,17000.0
POL001673,C8,0.0,0.0,Low Risk,10000.0
POL027392,C6,0.1,0.0495643106793294,Low Risk,14956.431067932941
POL053639,C3,0.0,0.0,Low Risk,10000.0
POL032146,C12,0.0,0.12,Moderate,22000.0
POL033523,C19,0.2,0.0,Low Risk,10000.0
POL031852,C3,0.0,0.0,Low Risk,10000.0
POL012984,C13,0.0,0.0,Low Risk,10000.0
POL041411,C13,0.0,0.05,Low Risk,15000.0
POL020524,C2,0.0,0.01,Low Risk,11000.0
POL031529,C2,0.0,0.11,Moderate,21000.0
POL010042,C3,0.0,0.0,Low Risk,10000.0
POL051548,C5,5.8,0.09,Moderate,19000.0
POL033839,C2,0.0,0.03,Low Risk,13000.0
POL035939,C8,0.0,0.03,Low Risk,13000.0
POL018854,C3,0.0,0.0,Low Risk,10000.0
POL016923,C8,0.0,0.05,Low Risk,15000.0
POL008761,C5,5.8,0.01,Low Risk,11000.0
POL001000,C21,0.0,0.11,Moderate,21000.0
POL038040,C9,0.0,0.02,Low Risk,12000.0
POL000352,C21,0.0,0.04,Low Risk,14000.0
POL022980,C13,0.0,0.03,Low Risk,13000.0
POL004824,C5,5.8,0.04,Low Risk,14000.0
POL043735,C7,0.0,0.0,Low Risk,10000.0
POL028332,C17,0.0,0.0,Low Risk,10000.0
POL053198,C3,0.0,0.0,Low Risk,10000.0
POL051610,C14,0.0,0.01,Low Risk,11000.0
POL051920,C12,0.0,0.7,High Risk,80000.0
POL010365,C5,5.8,0.0,Low Risk,10000.0
POL041250,C2,0.0,0.27,High Risk,37000.0
POL042156,C8,0.0,0.6,High Risk,70000.0
POL028623,C2,0.0,0.01,Low Risk,11000.0
POL050911,C2,0.0,0.02,Low Risk,12000.0
POL014775,C8,0.0,0.0,Low Risk,10000.0
POL045335,C8,0.0,0.03,Low Risk,13000.0
POL055699,C2,0.0,0.02,Low Risk,12000.0
POL020637,C5,5.8,0.0,Low Risk,10000.0
POL046210,C8,0.0,0.0,Low Risk,10000.0
POL051268,C12,0.0,0.0,Low Risk,10000.0
POL047333,C2,0.0,0.0,Low Risk,10000.0
POL010180,C8,0.0,0.02,Low Risk,12000.0
POL048121,C19,0.2,0.06,Moderate,16000.0
POL055175,C3,0.0,0.0,Low Risk,10000.0
POL035689,C8,0.0,0.0,Low Risk,10000.0
POL038426,C13,0.0,0.0,Low Risk,10000.0
POL054531,C8,0.0,0.0,Low Risk,10000.0
POL015267,C11,0.0,0.0,Low Risk,10000.0
POL026614,C8,0.0,0.01,Low Risk,11000.0
POL054257,C2,0.0,0.01,Low Risk,11000.0
POL035148,C2,0.0,0.02,Low Risk,12000.0
POL020523,C14,0.0,0.06,Moderate,16000.0
POL003838,C8,0.0,0.0,Low Risk,10000.0
POL016029,C9,0.0,0.01,Low Risk,11000.0
POL023179,C13,0.0,0.0,Low Risk,10000.0
POL042824,C3,0.0,0.02,Low Risk,12000.0
POL012786,C2,0.0,0.03,Low Risk,13000.0
POL008001,C10,0.0,0.05,Low Risk,15000.0
POL034861,C1,12.5,0.05,Low Risk,15000.0
POL036845,C2,0.0,0.0,Low Risk,10000.0
POL033626,C8,0.0,0.07,Moderate,17000.0
POL030499,C13,0.0,0.01,Low Risk,11000.0
POL039300,C8,0.0,0.0,Low Risk,10000.0
POL001532,C3,0.0,0.01,Low Risk,11000.0
POL016755,C2,0.0,0.0384673326534952,Low Risk,13846.73326534952
POL033050,C8,0.0,0.03,Low Risk,13000.0
POL025721,C3,0.0,0.0,Low Risk,10000.0
POL033813,C14,0.0,0.05,Low Risk,15000.0
POL028533,C7,0.0,0.02,Low Risk,12000.0
POL044133,C1,12.5,0.0,Low Risk,10000.0
POL003620,C5,5.8,0.0,Low Risk,10000.0
POL009197,C1,12.5,0.02,Low Risk,12000.0
POL017381,C8,0.0,0.03,Low Risk,13000.0
POL007145,C11,0.0,0.02,Low Risk,12000.0
POL030849,C13,0.0,0.07,Moderate,17000.0
POL051338,C3,0.0,0.0,Low Risk,10000.0
POL039800,C13,0.0,0.03,Low Risk,13000.0
POL030783,C8,0.0,0.01,Low Risk,11000.0
POL015882,C3,0.0,0.0772958008418783,Moderate,17729.58008418783
POL019814,C3,0.0,0.06936039937704,Moderate,16936.039937704
POL044600,C13,0.0,0.0,Low Risk,10000.0
POL025953,C2,0.0,0.0,Low Risk,10000.0
POL019644,C11,0.0,0.01,Low Risk,11000.0
POL047134,C15,0.0,0.0,Low Risk,10000.0
POL052443,C12,0.0,0.06,Moderate,16000.0
POL014292,C5,5.8,0.01,Low Risk,11000.0
POL022393,C14,0.0,0.0,Low Risk,10000.0
POL026270,C8,0.0,0.15,Moderate,25000.0
POL040899,C5,5.8,0.0,Low Risk,10000.0
POL005689,C2,0.0,0.24,High Risk,34000.0
POL048721,C8,0.0,0.01,Low Risk,11000.0
POL047149,C8,0.0,0.02,Low Risk,12000.0
POL029969,C3,0.0,0.06,Moderate,16000.0
POL006560,C3,0.0,0.0,Low Risk,10000.0
POL014838,C8,0.0,0.04,Low Risk,14000.0
POL025767,C8,0.0,0.01,Low Risk,11000.0
POL015948,C3,0.0,0.03,Low Risk,13000.0
POL010215,C4,0.0,0.02,Low Risk,12000.0
POL025602,C5,5.8,0.02,Low Risk,12000.0
POL031211,C1,12.5,0.0,Low Risk,10000.0
POL001897,C19,0.2,0.02,Low Risk,12000.0
POL045016,C6,0.1,0.04,Low Risk,14000.0
POL057865,C9,0.0,0.0,Low Risk,10000.0
POL009512,C3,0.0,0.0,Low Risk,10000.0
POL015178,C2,0.0,0.0,Low Risk,10000.0
POL004402,C8,0.0,0.24,High Risk,34000.0
POL051864,C16,0.0,0.01,Low Risk,11000.0
POL042979,C8,0.0,0.0,Low Risk,10000.0
POL006791,C14,0.0,0.02,Low Risk,12000.0
POL011533,C14,0.0,0.04,Low Risk,14000.0
POL008447,C9,0.0,0.03,Low Risk,13000.0
POL047941,C5,5.8,0.0,Low Risk,10000.0
POL051030,C9,0.0,0.02,Low Risk,12000.0
POL016385,C14,0.0,0.06,Moderate,16000.0
POL033844,C16,0.0,0.01,Low Risk,11000.0
POL021188,C10,0.0,0.0,Low Risk,10000.0
POL044142,C8,0.0,0.1,Moderate,20000.0
POL054634,C10,0.0,0.6509543705799843,High Risk,75095.43705799842
POL001476,C8,0.0,0.0,Low Risk,10000.0
POL039403,C5,5.8,0.01,Low Risk,11000.0
POL034553,C11,0.0,0.01,Low Risk,11000.0
POL002337,C6,0.1,0.0,Low Risk,10000.0
POL001715,C19,0.2,0.03,Low Risk,13000.0
POL025209,C8,0.0,0.1558486425320138,High Risk,25584.86425320138
POL043989,C2,0.0,0.0,Low Risk,10000.0
POL035920,C3,0.0,0.03,Low Risk,13000.0
POL033099,C8,0.0,0.04,Low Risk,14000.0
POL006916,C9,0.0,0.0,Low Risk,10000.0
POL022264,C2,0.0,0.1,Moderate,20000.0
POL006646,C1,12.5,0.06,Moderate,16000.0
POL032294,C2,0.0,0.09,Moderate,19000.0
POL018493,C8,0.0,0.0487976980609973,Low Risk,14879.76980609973
POL046398,C5,5.8,0.02,Low Risk,12000.0
POL013881,C10,0.0,0.0,Low Risk,10000.0
POL049589,C2,0.0,0.05936039937704,Moderate,15936.039937704001
POL033222,C3,0.0,0.03,Low Risk,13000.0
POL056455,C5,5.8,0.03,Low Risk,13000.0
POL005185,C8,0.0,0.02,Low Risk,12000.0
POL039309,C5,5.8,0.73,High Risk,83000.0
POL029421,C8,0.0,0.0,Low Risk,10000.0
POL041715,C5,5.8,0.0,Low Risk,10000.0
POL022473,C22,0.9,0.0,Low Risk,10000.0
POL038060,C7,0.0,0.05,Low Risk,15000.0
POL017580,C8,0.0,0.07,Moderate,17000.0
POL043510,C9,0.0,0.0,Low Risk,10000.0
POL052782,C3,0.0,0.04,Low Risk,14000.0
POL002780,C2,0.0,0.03,Low Risk,13000.0
POL009481,C8,0.0,0.03,Low Risk,13000.0
POL057530,C5,5.8,0.0,Low Risk,10000.0
POL034308,C3,0.0,0.01,Low Risk,11000.0
POL012349,C8,0.0,0.0,Low Risk,10000.0
POL023542,C8,0.0,0.1,Moderate,20000.0
POL043934,C2,0.0,0.0,Low Risk,10000.0
POL032201,C8,0.0,0.0,Low Risk,10000.0
POL043794,C5,5.8,0.0,Low Risk,10000.0
POL024957,C3,0.0,0.02,Low Risk,12000.0
POL000802,C3,0.0,0.0,Low Risk,10000.0
POL033256,C2,0.0,0.0,Low Risk,10000.0
POL045524,C21,0.0,0.03,Low Risk,13000.0
POL021145,C10,0.0,0.0,Low Risk,10000.0
POL043619,C2,0.0,0.0,Low Risk,10000.0
POL017205,C8,0.0,0.11,Moderate,21000.0
POL012080,C8,0.0,0.01,Low Risk,11000.0
POL019398,C5,5.8,0.0,Low Risk,10000.0
POL020640,C10,0.0,0.0,Low Risk,10000.0
POL020460,C6,0.1,0.0,Low Risk,10000.0
POL028941,C2,0.0,0.0,Low Risk,10000.0
POL010697,C2,0.0,0.0,Low Risk,10000.0
POL043248,C22,0.9,0.04,Low Risk,14000.0
POL051967,C14,0.0,0.06,Moderate,16000.0
POL015022,C2,0.0,0.0,Low Risk,10000.0
POL058107,C3,0.0,0.01,Low Risk,11000.0
POL039684,C3,0.0,0.0,Low Risk,10000.0
POL027939,C14,0.0,0.0,Low Risk,10000.0
POL051116,C14,0.0,0.0,Low Risk,10000.0
POL048443,C14,0.0,0.01,Low Risk,11000.0
POL040217,C7,0.0,0.02,Low Risk,12000.0
POL031083,C2,0.0,0.05,Low Risk,15000.0
POL017926,C3,0.0,0.03,Low Risk,13000.0
POL047635,C8,0.0,0.0,Low Risk,10000.0
POL047570,C19,0.2,0.01,Low Risk,11000.0
POL003461,C2,0.0,0.02,Low Risk,12000.0
POL033782,C2,0.0,0.03,Low Risk,13000.0
POL030505,C8,0.0,0.05,Low Risk,15000.0
POL052166,C10,0.0,0.0,Low Risk,10000.0
POL045059,C16,0.0,0.0,Low Risk,10000.0
POL047196,C13,0.0,0.03,Low Risk,13000.0
POL054874,C15,0.0,0.01,Low Risk,11000.0
POL045518,C11,0.0,0.01,Low Risk,11000.0
POL038505,C8,0.0,0.25,High Risk,35000.0
POL020125,C2,0.0,0.02,Low Risk,12000.0
POL004200,C3,0.0,0.0,Low Risk,10000.0
POL039925,C13,0.0,0.0,Low Risk,10000.0
POL006824,C5,5.8,0.0,Low Risk,10000.0
POL037649,C5,5.8,0.03,Low Risk,13000.0
POL006581,C1,12.5,0.0,Low Risk,10000.0
POL026171,C8,0.0,0.02,Low Risk,12000.0
POL051004,C1,12.5,0.02,Low Risk,12000.0
POL007453,C5,5.8,0.02,Low Risk,12000.0
POL039498,C8,0.0,0.71,High Risk,81000.0
POL019344,C21,0.0,0.0,Low Risk,10000.0
POL042633,C14,0.0,0.05,Low Risk,15000.0
POL032349,C16,0.0,0.00936039937704,Low Risk,10936.039937704001
POL017040,C8,0.0,0.0,Low Risk,10000.0
POL014882,C10,0.0,0.01,Low Risk,11000.0
POL052736,C13,0.0,0.02,Low Risk,12000.0
POL047217,C2,0.0,0.0,Low Risk,10000.0
POL043622,C2,0.0,0.04,Low Risk,14000.0
POL028711,C3,0.0,0.02,Low Risk,12000.0
POL014036,C2,0.0,0.51,High Risk,61000.0
POL057576,C3,0.0,0.0,Low Risk,10000.0
POL026484,C8,0.0,0.01,Low Risk,11000.0
POL026329,C8,0.0,0.21,High Risk,31000.0
POL050619,C4,0.0,0.03,Low Risk,13000.0
POL007738,C2,0.0,0.01,Low Risk,11000.0
POL021701,C3,0.0,0.0,Low Risk,10000.0
POL007985,C8,0.0,0.03,Low Risk,13000.0
POL014001,C9,0.0,0.01,Low Risk,11000.0
POL010831,C14,0.0,0.18,High Risk,28000.0
POL010381,C3,0.0,0.0,Low Risk,10000.0
POL051561,C5,5.8,0.01,Low Risk,11000.0
POL026408,C8,0.0,0.04,Low Risk,14000.0
POL019713,C2,0.0,0.04,Low Risk,14000.0
POL002768,C2,0.0,0.0,Low Risk,10000.0
POL024090,C14,0.0,0.16,High Risk,26000.0
POL056266,C8,0.0,0.01,Low Risk,11000.0
POL027032,C7,0.0,0.0,Low Risk,10000.0
POL021519,C13,0.0,0.0,Low Risk,10000.0
POL002867,C10,0.0,0.02,Low Risk,12000.0
POL052281,C10,0.0,0.68,High Risk,78000.0
POL028514,C14,0.0,0.0,Low Risk,10000.0
POL036929,C17,0.0,0.06,Moderate,16000.0
POL031879,C2,0.0,0.06,Moderate,16000.0
POL055018,C8,0.0,0.0,Low Risk,10000.0
POL006721,C8,0.0,0.0,Low Risk,10000.0
POL042990,C14,0.0,0.12,Moderate,22000.0
POL000347,C3,0.0,0.08,Moderate,18000.0
POL055116,C3,0.0,0.0095643106793294,Low Risk,10956.43106793294
POL004848,C8,0.0,0.04,Low Risk,14000.0
POL047487,C5,5.8,0.0,Low Risk,10000.0
POL041983,C5,5.8,0.2177508327236182,High Risk,31775.083272361822
POL042083,C8,0.0,0.0,Low Risk,10000.0
POL015385,C2,0.0,0.0,Low Risk,10000.0
POL051757,C8,0.0,0.01,Low Risk,11000.0
POL015973,C8,0.0,0.04,Low Risk,14000.0
POL046202,C2,0.0,0.01,Low Risk,11000.0
POL006682,C10,0.0,0.0,Low Risk,10000.0
POL029497,C7,0.0,0.0,Low Risk,10000.0
POL005845,C8,0.0,0.7,High Risk,80000.0
POL058091,C3,0.0,0.01,Low Risk,11000.0
POL027515,C8,0.0,0.0,Low Risk,10000.0
POL004646,C2,0.0,0.28,High Risk,38000.0
POL032869,C9,0.0,0.0,Low Risk,10000.0
POL015070,C5,5.8,0.01,Low Risk,11000.0
POL058511,C10,0.0,0.01,Low Risk,11000.0
POL031927,C14,0.0,0.04,Low Risk,14000.0
POL020051,C14,0.0,0.65,High Risk,75000.0
POL011212,C3,0.0,0.0,Low Risk,10000.0
POL035719,C10,0.0,0.62,High Risk,72000.0
POL029410,C5,5.8,0.0,Low Risk,10000.0
POL022050,C3,0.0,0.02,Low Risk,12000.0
POL056249,C3,0.0,0.01,Low Risk,11000.0
POL001462,C8,0.0,0.21,High Risk,31000.0
POL035089,C12,0.0,0.03,Low Risk,13000.0
POL012456,C15,0.0,0.0,Low Risk,10000.0
POL035692,C6,0.1,0.0,Low Risk,10000.0
POL043531,C9,0.0,0.0,Low Risk,10000.0
POL042987,C18,0.7,0.05,Low Risk,15000.0
POL035489,C1,12.5,0.06,Moderate,16000.0
POL018622,C3,0.0,0.0,Low Risk,10000.0
POL020944,C2,0.0,0.06,Moderate,16000.0
POL000012,C3,0.0,0.01,Low Risk,11000.0
POL010093,C13,0.0,0.0,Low Risk,10000.0
POL046213,C5,5.8,0.05,Low Risk,15000.0
POL001804,C8,0.0,0.0,Low Risk,10000.0
POL003234,C3,0.0,0.01,Low Risk,11000.0
POL015496,C2,0.0,0.57,High Risk,67000.0
POL004083,C5,5.8,0.0,Low Risk,10000.0
POL010272,C10,0.0,0.0,Low Risk,10000.0
POL042952,C7,0.0,0.0944277456100058,Moderate,19442.77456100058
POL040412,C13,0.0,0.07,Moderate,17000.0
POL046479,C10,0.0,0.0,Low Risk,10000.0
POL002156,C8,0.0,0.0856957600344749,Moderate,18569.57600344749
POL004123,C10,0.0,0.01,Low Risk,11000.0
POL029931,C8,0.0,0.05936039937704,Moderate,15936.039937704001
POL057797,C5,5.8,0.0,Low Risk,10000.0
POL011972,C4,0.0,0.01,Low Risk,11000.0
POL018681,C8,0.0,0.58,High Risk,68000.0
POL038287,C16,0.0,0.01,Low Risk,11000.0
POL054321,C3,0.0,0.03,Low Risk,13000.0
POL040380,C3,0.0,0.01,Low Risk,11000.0
POL042720,C5,5.8,0.02,Low Risk,12000.0
POL033018,C8,0.0,0.06,Moderate,16000.0
POL046972,C3,0.0,0.0,Low Risk,10000.0
POL006144,C7,0.0,0.0,Low Risk,10000.0
POL050450,C1,12.5,0.01,Low Risk,11000.0
POL044226,C4,0.0,0.0,Low Risk,10000.0
POL045087,C10,0.0,0.0,Low Risk,10000.0
POL043993,C13,0.0,0.01,Low Risk,11000.0
POL014881,C13,0.0,0.01,Low Risk,11000.0
POL014012,C14,0.0,0.57,High Risk,67000.0
POL005212,C5,5.8,0.0,Low Risk,10000.0
POL032251,C9,0.0,0.01,Low Risk,11000.0
POL023074,C5,5.8,0.03,Low Risk,13000.0
POL000953,C14,0.0,0.03,Low Risk,13000.0
POL047433,C8,0.0,0.01,Low Risk,11000.0
POL058307,C8,0.0,0.07,Moderate,17000.0
POL030447,C12,0.0,0.02,Low Risk,12000.0
POL037203,C8,0.0,0.01,Low Risk,11000.0
POL016670,C2,0.0,0.03,Low Risk,13000.0
POL029108,C3,0.0,0.09,Moderate,19000.0
POL046236,C14,0.0,0.02,Low Risk,12000.0
